   39.15  12.520  13.600 -32.488
   39.18  12.990  14.380 -31.202
   39.21  13.810  15.160 -31.372
   40.00  13.090  14.180 -32.325
   40.03  13.560  14.550 -33.391
   40.06  12.930  13.590 -32.637
   40.09  12.110  13.290 -30.270
   40.12  10.560  11.880 -28.662
   40.15  10.170  10.960 -27.299
   40.18   8.540   9.860 -27.193
   40.21   6.427   8.900 -28.027
   41.00   5.977   7.670 -30.923
   41.03   5.283   6.067 -29.104
   41.06   6.687   7.340 -29.179
   41.09   7.960   9.540 -28.027
   41.12  10.050  11.900 -27.166
   41.15  12.160  13.100 -27.587
   41.18  12.130  12.950 -26.076
   41.21  12.790  14.820 -25.091
   42.00  11.300  12.470 -18.572
   42.03  10.730  13.540 -18.182
   42.06  10.560  12.610 -15.226
   42.09  11.970  16.790 -10.841
   42.12  11.570  14.900  -8.284
   42.15  12.530  18.550  -6.393
   42.18  23.860  29.950  -7.241
   42.21  18.430  23.350  -9.171
   43.00  16.570  18.190 -12.115
   43.03  18.430  19.120 -13.593
   43.06  13.380  18.280 -18.172
   43.09   3.905   5.507 -21.547
   43.12   4.680   7.850 -24.284
   43.15   5.896   8.440 -21.134
   43.18   4.485   5.180 -23.336
   43.21   4.360   5.806 -23.990
   44.00   4.265   6.940 -26.133
   44.03   8.220  10.200 -28.146
   44.06  10.570  11.960 -29.774
   44.09  10.940  12.100 -30.531
   44.12  13.590  15.330 -30.999
   44.15  11.300  13.700 -29.889
   44.18   7.560   8.140 -29.811
   44.21   7.280   8.120 -30.300
   45.00   7.510   8.010 -30.012
   45.03   8.190  10.080 -30.656
   45.06   9.970  11.060 -31.488
   45.09  11.150  12.270 -32.559
   45.12  11.240  12.860 -34.108
   45.15  11.710  12.280 -32.915
   45.18  12.650  13.630 -33.328
   45.21  13.770  14.750 -33.328
   46.00  14.140  15.720 -33.140
   46.03  13.320  15.080 -31.998
   46.06  11.330  12.920 -31.965
   46.09  11.130  12.450 -31.119
   46.12  12.060  12.690 -30.751
   46.15  11.030  12.570 -28.372
   46.18   7.610   8.910 -27.493
   46.21   6.156   7.340 -31.926
   47.00   5.688   6.277 -33.516
   47.03   6.120   7.040 -31.484
   47.06   6.087   7.280 -33.949
   47.09   5.949   6.932 -31.965
   47.12   8.760   9.390 -32.279
   47.15   9.900  10.440 -29.281
   47.18   8.580   9.600 -29.153
   47.21   8.140   8.910 -29.960
   48.00   8.090   8.610 -28.772
   48.03   8.680   9.660 -28.184
   48.06   8.780  10.030 -28.131
   48.09   6.575   7.950 -25.992
   48.12   5.847   6.633 -26.674
   48.15   6.916   7.330 -29.266
   48.18   6.422   6.915 -30.093
   48.21   6.770   7.300 -31.249
   49.00   7.270   7.580 -32.563
   49.03   7.920   8.310 -33.063
   49.06   8.040   8.800 -33.763
   49.09   8.580   9.900 -35.542
   49.12  10.730  12.270 -34.818
   49.15  14.110  16.050 -31.811
   49.18  16.110  17.230 -28.737
   49.21  16.890  17.690 -22.909
   50.00  15.230  18.100 -16.387
   50.03  10.500  11.530 -15.560
   50.06   9.120  10.150 -12.928
   50.09   8.720  11.030 -13.274
   50.12   7.140   8.150 -13.556
   50.15   6.151   6.925 -14.689
   50.18   7.460   8.160 -15.708
   50.21   6.537   7.080 -16.198
   51.00   5.949   6.926 -17.267
   51.03   6.503   7.510 -18.227
   51.06   6.968   8.890 -19.451
   51.09   9.390  11.160 -21.879
   51.12  11.660  13.730 -24.108
   51.15  12.770  13.330 -21.897
   51.18  11.660  12.680 -18.447
   51.21  11.360  13.370 -12.969
   52.00   7.040   8.710 -11.883
   52.03   4.747   5.726 -11.170
   52.06   7.680  11.630  -6.025
   52.09  12.310  14.690  -4.027
   52.12  12.660  14.160  -3.829
   52.15  14.190  15.390  -4.142
   52.18  12.780  16.190  -4.198
   52.21   9.990  11.350  -6.472
   53.00   7.580  10.260 -12.387
   53.03   2.334   4.108 -15.013
   53.06   3.024   4.514 -19.672
   53.09   2.313   3.275 -21.330
   53.12   2.812   3.769 -22.865
   53.15   3.181   4.216 -24.297
   53.18   3.236   3.687 -25.487
   53.21   4.183   5.209 -32.087
   54.00   5.356   6.553 -28.410
   54.03   6.011   6.571 -28.452
   54.06   6.478   7.060 -28.322
   54.09   4.591   5.935 -29.841
   54.12   4.944   5.119 -30.182
   54.15   5.333   5.850 -29.255
   54.18   5.786   6.650 -32.083
   54.21   7.420   8.000 -33.224
   55.00   7.390   8.580 -36.385
   55.03   8.440   9.150 -37.672
   55.06   8.350   9.080 -37.861
   55.09   8.610   9.360 -37.944
   55.12   9.610  10.110 -38.030
   55.15   9.380   9.880 -35.190
   55.18   7.450   8.190 -36.267
   55.21   7.100   7.940 -38.322
   56.00   7.560   8.190 -38.873
   56.03   7.760   8.320 -38.917
   56.06   8.690   9.770 -39.123
   56.09  10.400  11.410 -38.782
   56.12  11.670  12.990 -36.926
   56.15  12.900  13.840 -33.818
   56.18  11.820  13.080 -32.453
   56.21  11.470  12.310 -32.524
   57.00  10.360  11.310 -31.224
   57.03   9.070   9.630 -29.315
   57.06   8.350   8.870 -28.296
   57.09   7.800   8.420 -28.050
   57.12   8.030   8.910 -28.154
   57.15   9.360  10.440 -26.686
   57.18  10.270  11.190 -26.177
   57.21  10.830  11.490 -25.471
   58.00  10.090  10.930 -23.254
   58.03   9.970  10.780 -21.294
   58.06  13.500  14.660 -19.586
   58.09  10.970  11.730 -15.465
   58.12  10.500  11.200 -12.201
   58.15   9.220  10.640 -11.192
   58.18   7.770  10.970 -11.236
   58.21   5.144   5.941 -12.116
   59.00   3.365   4.265 -12.576
   59.03   3.039   3.976 -18.661
   59.06   5.535   7.080 -22.341
   59.09   5.244   6.646 -23.592
   59.12   4.224   5.172 -25.410
   59.15   5.574   6.678 -26.076
   59.18   5.461   6.051 -27.248
   59.21   4.992   6.029 -30.601
   60.00   4.581   5.143 -29.405
   60.03   4.837   5.326 -29.823
   60.06   4.773   5.528 -32.026
   60.09   4.909   5.281 -34.811
   60.12   6.369   6.872 -37.000
   60.15   6.622   7.250 -34.461
   60.18   6.271   7.140 -33.652
   60.21   6.058   7.400 -34.413
   61.00   6.413   7.240 -36.965
   61.03   8.000   8.870 -36.154
   61.06   9.560  10.240 -38.046
   61.09  10.980  11.680 -37.247
   61.12  11.290  11.750 -37.052
   61.15  10.680  11.450 -33.980
   61.18   8.930  10.390 -32.676
   61.21   7.720   8.610 -36.257
   62.00   7.030   7.400 -39.464
   62.03   7.050   7.270 -40.110
   62.06   7.330   7.820 -40.018
   62.09   7.780   8.320 -39.185
   62.12   8.080   8.440 -37.874
   62.15   6.711   7.610 -35.519
   62.18   4.748   5.620 -36.263
   62.21   5.277   6.717 -40.262
   63.00   6.493   7.120 -40.566
   63.03   7.130   7.710 -39.371
   63.06   6.637   7.610 -41.408
   63.09   6.122   6.986 -42.297
   63.12   4.330   5.543 -41.408
   63.15   2.412   3.641 -37.695
   63.18   2.495   3.544 -41.438
   63.21   5.039   6.197 -44.689
   64.00   6.059   6.827 -45.917
   64.03   6.830   7.740 -46.719
   64.06   7.800   9.340 -46.212
   64.09   7.800   8.820 -47.262
   64.12   7.630   8.060 -46.809
   64.15   6.733   7.740 -43.439
   64.18   5.903   6.253 -42.884
   64.21   6.641   7.080 -46.064
   65.00   7.380   7.950 -45.770
   65.03   8.290   8.760 -45.360
   65.06   9.390  10.280 -43.643
   65.09   9.520  10.700 -42.444
   65.12  10.270  10.890 -40.958
   65.15  11.370  11.750 -38.230
   65.18  10.610  11.440 -36.919
   65.21  10.580  11.070 -38.663
   66.00  11.030  11.800 -38.917
   66.03  10.870  12.050 -39.061
   66.06  12.240  12.920 -39.309
   66.09  12.200  12.740 -38.537
   66.12  11.850  12.510 -37.392
   66.15  10.770  11.760 -34.563
   66.18  11.430  11.990 -33.638
   66.21  10.290  10.980 -35.028
   67.00  10.390  11.110 -35.809
   67.03  11.430  12.170 -35.361
   67.06  10.900  11.380 -35.291
   67.09  11.020  11.730 -35.112
   67.12  10.990  11.840 -34.056
   67.15  10.920  12.020 -29.852
   67.18   9.850  10.890 -29.183
   67.21  10.860  11.880 -31.271
   68.00  13.500  14.770 -32.950
   68.03  12.980  14.340 -30.806
   68.06  11.720  12.950 -27.931
   68.09   7.990  10.260 -29.363
   68.12   7.260   8.010 -29.789
   68.15   7.090   7.420 -28.711
   68.18   7.030   7.750 -29.800
   68.21   6.697   7.900 -34.011
   69.00   7.540   8.420 -36.359
   69.03   7.870   8.330 -36.227
   69.06   8.880   9.730 -36.161
   69.09   9.890  10.310 -34.753
   69.12  10.800  11.340 -32.609
   69.15   9.780  10.940 -29.562
   69.18   7.090   8.640 -28.624
   69.21   6.182   7.100 -32.140
   70.00   6.676   7.300 -33.492
   70.03   7.330   7.700 -33.115
   70.06   7.350   8.030 -33.725
   70.09   7.310   8.460 -33.911
   70.12   6.587   7.210 -32.155
   70.15   6.607   7.060 -27.772
   70.18   4.443   6.575 -25.079
   70.21   4.683   6.098 -28.123
   71.00   4.704   6.609 -28.866
   71.03   6.378   7.600 -33.655
   71.06   7.840   8.410 -34.049
   71.09   6.962   7.830 -34.211
   71.12   5.937   7.530 -32.403
   71.15   7.770   8.850 -27.981
   71.18   7.920   8.900 -26.304
   71.21   7.090   7.860 -29.044
   72.00   8.610   9.250 -29.472
   72.03   8.620   9.280 -27.130
   72.06   9.630  10.300 -26.519
   72.09   8.690   9.420 -27.652
   72.12   7.940   8.530 -27.575
   72.15   7.360   8.530 -25.394
   72.18   6.116   6.648 -26.264
   72.21   5.794   6.825 -28.338
   73.00   6.046   7.200 -27.977
   73.03   7.430   8.320 -29.002
   73.06   8.210   8.900 -29.621
   73.09   9.000   9.980 -29.119
   73.12   8.500   9.330 -28.096
   73.15   8.310   9.010 -26.020
   73.18   7.230   7.760 -25.859
   73.21   6.015   6.599 -26.622
   74.00   5.330   6.082 -27.232
   74.03   3.817   4.652 -29.543
   74.06   3.989   5.205 -34.549
   74.09   5.168   6.747 -36.530
   74.12   8.290  10.040 -36.257
   74.15   9.320  10.250 -32.172
   74.18   7.790  10.030 -28.311
   74.21   4.950   7.600 -29.960
   75.00   3.651   4.305 -31.459
   75.03   1.395   2.445 -34.634
   75.06   1.796   2.663 -33.825
   75.09   3.016   3.693 -34.832
   75.12   3.793   4.454 -32.697
   75.15   4.148   4.647 -31.473
   75.18   4.726   5.326 -32.293
   75.21   3.855   4.807 -34.655
   76.00   4.929   5.595 -35.361
   76.03   5.786   6.581 -37.020
   76.06   6.162   6.871 -37.153
   76.09   6.179   6.572 -37.521
   76.12   6.458   7.230 -36.926
   76.15   7.250   8.050 -35.355
   76.18   7.550   8.280 -35.014
   76.21   7.430   8.150 -37.954
   77.00   8.880  10.890 -38.691
   77.03  10.760  11.610 -39.247
   77.06  11.570  12.870 -38.458
   77.09  12.800  14.090 -37.960
   77.12  14.180  15.180 -33.569
   77.15  14.180  15.730 -28.589
   77.18  11.410  12.930 -24.543
   77.21   8.950  10.520 -25.577
   78.00   5.834   7.120 -29.423
   78.03   6.171   7.220 -30.038
   78.06   6.310   7.320 -33.021
   78.09   6.919   8.060 -34.142
   78.12   6.918   7.840 -32.619
   78.15   6.979   7.450 -30.362
   78.18   5.827   6.577 -30.270
   78.21   4.916   5.981 -31.206
   79.00   4.586   5.482 -32.435
   79.03   3.629   4.395 -34.862
   79.06   4.247   5.059 -37.065
   79.09   4.657   5.024 -36.625
   79.12   4.731   5.266 -34.604
   79.15   3.476   4.671 -32.926
   79.18   3.502   4.082 -34.396
   79.21   3.587   4.705 -38.464
   80.00   4.491   5.195 -42.532
   80.03   5.282   6.780 -38.986
   80.06   7.090   7.990 -39.278
   80.09   7.810   8.760 -40.323
   80.12   8.830   9.300 -39.340
   80.15   8.750   9.220 -36.168
   80.18   8.410   8.740 -35.095
   80.21   7.280   8.280 -38.606
   81.00   8.550   9.580 -40.717
   81.03   9.220   9.570 -40.868
   81.06   9.320  10.200 -40.140
   81.09   9.530  10.330 -39.957
   81.12   9.640  10.220 -37.392
   81.15   9.430   9.990 -33.846
   81.18   8.830   9.590 -32.718
   81.21   8.590   9.250 -35.796
   82.00   8.540   9.100 -38.154
   82.03   9.450  10.180 -37.637
   82.06   9.230  10.170 -34.974
   82.09  11.330  12.360 -34.173
   82.12  12.810  13.400 -30.245
   82.15  12.730  13.480 -27.528
   82.18  12.520  13.360 -24.902
   82.21  11.830  12.800 -25.646
   83.00  11.640  13.020 -26.213
   83.03  13.930  15.510 -24.997
   83.06  15.900  17.430 -22.987
   83.09  16.770  17.900 -22.926
   83.12  17.360  17.880 -22.084
   83.15  15.680  16.890 -18.720
   83.18  14.410  15.320 -15.526
   83.21  14.610  16.680 -12.950
   84.00  15.540  16.450 -11.368
   84.03  12.340  14.580 -10.774
   84.06  10.170  12.850  -8.767
   84.09  12.510  14.300 -11.368
   84.12  12.480  14.970 -12.369
   84.15   9.700  11.690 -13.713
   84.18  15.140  19.090 -15.560
   84.21  16.100  18.590 -17.148
   85.00  13.280  14.590 -19.437
   85.03  13.340  14.140 -21.139
   85.06  13.030  14.160 -22.948
   85.09  12.010  13.320 -24.434
   85.12  12.000  13.230 -24.659
   85.15  11.440  12.050 -22.861
   85.18  11.540  12.690 -22.595
   85.21   9.940  10.540 -24.376
   86.00  10.350  11.290 -27.291
   86.03  11.720  12.140 -28.540
   86.06  11.960  12.570 -30.241
   86.09  11.750  12.320 -30.126
   86.12  12.180  13.120 -27.423
   86.15  11.810  13.680 -24.534
   86.18  10.090  11.080 -23.613
   86.21   9.440  10.550 -25.690
   87.00   8.970   9.910 -27.981
   87.03   9.840  10.390 -28.563
   87.06   9.890  10.310 -26.926
   87.09   8.530   9.470 -28.127
   87.12   7.700   8.730 -28.050
   87.15   7.070   7.770 -25.855
   87.18   6.349   7.240 -25.292
   87.21   5.695   6.442 -28.188
   88.00   7.520   8.440 -30.835
   88.03   9.410  10.310 -30.769
   88.06   9.860  10.840 -30.267
   88.09  10.290  11.120 -27.989
   88.12  10.290  10.940 -21.977
   88.15   9.560  10.450 -16.494
   88.18   8.280   9.330 -14.598
   88.21   9.620  11.060 -15.949
   89.00  10.360  12.040 -18.197
   89.03  11.790  14.300 -17.721
   89.06  14.220  15.100 -18.666
   89.09  12.710  13.810 -20.095
   89.12  13.770  14.740 -17.618
   89.15  12.390  14.250 -14.420
   89.18  12.000  13.110 -12.927
   89.21  11.100  12.970 -14.013
   90.00  13.280  14.030 -16.198
   90.03  13.210  15.550 -16.986
   90.06  12.310  14.730 -19.127
   90.09  11.530  12.290 -18.666
   90.12  11.170  12.520 -15.802
   90.15  10.530  11.580 -12.306
   90.18  10.000  11.100 -11.776
   90.21   8.700   9.750 -13.731
   91.00   9.210  11.440 -15.741
   91.03  11.400  13.050 -16.435
   91.06  12.640  14.050 -16.933
   91.09  12.900  14.400 -16.365
   91.12  12.540  14.300 -13.554
   91.15  14.520  15.890 -12.472
   91.18  15.660  17.870 -10.392
   91.21  17.000  19.130  -9.522
   92.00  16.720  17.520  -8.695
   92.03  14.450  15.680  -8.113
   92.06  14.870  16.450  -6.859
   92.09  16.990  19.160  -7.991
   92.12  19.040  22.180  -7.342
   92.15  20.370  22.290  -6.105
   92.18  17.400  19.990  -4.396
   92.21  16.090  17.220  -4.618
   93.00  15.650  16.660  -5.842
   93.03  14.930  16.750  -5.948
   93.06  14.160  15.560  -8.575
   93.09  12.820  14.770  -8.575
   93.12  10.630  12.690  -8.479
   93.15   8.780   9.790  -7.444
   93.18   9.190   9.740  -6.886
   93.21   8.740   9.200  -9.218
   94.00   7.600   8.820 -12.135
   94.03   9.090  10.300 -13.571
   94.06   9.540  10.620 -15.293
   94.09  11.430  12.180 -15.884
   94.12  11.970  12.700 -12.574
   94.15  11.590  12.940  -9.452
   94.18  10.420  11.660  -8.958
   94.21  11.450  12.800 -10.481
   95.00  12.430  14.320 -10.971
   95.03  13.450  14.390 -10.838
   95.06  13.490  14.840 -11.624
   95.09  14.140  14.730 -12.008
   95.12  14.170  14.740 -10.705
   95.15  12.950  14.050  -8.958
   95.18  10.850  12.510  -7.669
   95.21  10.700  11.990  -9.405
   96.00   9.470  10.130 -11.472
   96.03  10.280  10.850 -11.472
   96.06  11.400  12.940 -13.046
   96.09  12.830  13.710 -12.677
   96.12  12.650  13.960 -10.301
   96.15  12.710  14.920  -7.014
   96.18  12.290  13.230  -6.028
   96.21  11.160  12.880  -6.989
   97.00  13.800  14.230  -8.236
   97.03  13.840  15.200  -8.839
   97.06  13.640  14.630  -8.431
   97.09  13.920  15.240  -9.868
   97.12  13.470  14.700  -9.265
   97.15  15.040  16.810  -7.645
   97.18  12.730  13.560  -6.578
   97.21  11.570  12.250  -8.791
   98.00  11.380  12.070 -10.881
   98.03  12.330  14.530 -13.086
   98.06  13.590  14.930 -13.690
   98.09  14.450  14.900 -13.309
   98.12  13.130  14.780 -10.993
   98.15  12.370  14.170  -8.040
   98.18  13.070  14.390  -5.949
   98.21  10.440  12.920  -5.710
   99.00  10.440  13.990  -7.966
   99.03  14.830  16.280  -7.620
   99.06  15.220  16.760  -9.498
   99.09  11.580  14.820 -13.589
   99.12   7.970   9.420 -15.086
   99.15   8.760   9.390 -16.263
   99.18   7.410   8.750 -17.064
   99.21   6.071   7.920 -18.720
  100.00   3.550   4.378 -21.171
  100.03   6.497   7.900 -21.826
  100.06   8.160   8.850 -22.961
  100.09   9.470  10.290 -23.224
  100.12   9.520  10.460 -20.822
  100.15   8.090   9.130 -17.189
  100.18   6.959   7.590 -15.867
  100.21   7.020   7.750 -16.085
  101.00   6.597   7.500 -15.198
  101.03   5.887   6.901 -13.330
  101.06   5.598   6.148 -13.890
  101.09   5.932   6.378 -12.511
  101.12   5.992   6.493 -10.727
  101.15   4.340   5.354  -9.312
  101.18   4.414   5.686 -13.005
  101.21   4.999   5.798 -16.838
  102.00   4.796   6.220 -21.687
  102.03   4.062   5.772 -21.732
  102.06   7.070   8.820 -24.053
  102.09   7.250   7.820 -24.108
  102.12   7.620   8.250 -24.447
  102.15   7.160   8.070 -23.224
  102.18   6.189   6.851 -23.481
  102.21   5.675   6.553 -26.491
  103.00   8.050   9.200 -27.850
  103.03   8.810   9.560 -27.656
  103.06   8.310  10.100 -29.345
  103.09   8.010   8.610 -29.412
  103.12   7.320   8.330 -25.487
  103.15   6.178   7.180 -22.217
  103.18   2.977   5.433 -19.734
  103.21   1.829   2.849 -25.718
  104.00   2.044   3.165 -30.616
  104.03   4.071   5.490 -32.563
  104.06   6.127   7.160 -33.147
  104.09   7.350   7.720 -32.640
  104.12   7.540   8.290 -27.989
  104.15   6.613   7.250 -24.200
  104.18   4.790   5.584 -23.086
  104.21   3.518   4.004 -25.920
  105.00   3.472   5.059 -32.101
  105.03   4.460   5.479 -31.926
  105.06   4.397   6.074 -34.804
  105.09   3.862   5.175 -34.750
  105.12   4.616   5.419 -28.441
  105.15   5.071   5.818 -24.985
  105.18   5.468   6.003 -24.087
  105.21   4.136   5.405 -26.181
  106.00   4.986   5.631 -30.414
  106.03   6.323   7.410 -31.794
  106.06   6.955   7.590 -30.281
  106.09   6.745   7.650 -28.391
  106.12   6.031   7.070 -23.664
  106.15   4.647   5.335 -21.561
  106.18   3.446   4.708 -21.121
  106.21    .991   2.868 -23.575
  107.00   1.873   2.737 -29.502
  107.03   3.810   5.126 -31.682
  107.06   5.107   5.515 -31.603
  107.09   5.083   5.530 -28.364
  107.12   6.314   7.130 -24.931
  107.15   5.767   6.409 -22.503
  107.18   4.562   6.071 -22.297
  107.21   3.601   4.959 -25.063
  108.00   5.978   7.200 -30.241
  108.03   7.890   8.400 -27.977
  108.06   8.730   9.430 -28.311
  108.09   9.380   9.680 -27.220
  108.12  10.100  11.160 -23.639
  108.15   9.990  10.520 -20.231
  108.18   8.810   9.640 -18.562
  108.21   7.860   8.260 -19.772
  109.00   9.210   9.700 -22.385
  109.03  10.200  10.690 -22.926
  109.06  11.010  11.580 -23.103
  109.09  12.140  12.370 -21.835
  109.12  12.360  13.210 -18.111
  109.15  11.850  12.620 -14.403
  109.18  11.570  12.210 -12.905
  109.21  10.880  11.360 -12.946
  110.00   9.320  10.510 -13.731
  110.03   7.760   8.670 -13.772
  110.06   6.769   7.630 -15.086
  110.09   7.900   8.970 -13.129
  110.12   7.420   8.020 -11.408
  110.15   6.861   7.950  -9.359
  110.18   4.895   6.359  -8.333
  110.21   4.107   5.160 -10.029
  111.00   5.035   6.083 -11.190
  111.03   6.033   7.100 -11.795
  111.06   8.410  10.030 -11.666
  111.09   9.710  12.790 -13.410
  111.12  10.480  11.300 -13.128
  111.15  10.290  11.370 -11.321
  111.18   8.570   9.360 -11.211
  111.21   6.247   6.742 -13.349
  112.00   5.471   6.208 -14.837
  112.03   6.051   6.714 -15.310
  112.06   5.004   6.055 -16.552
  112.09   3.721   4.803 -19.634
  112.12   5.259   6.574 -17.746
  112.15   6.576   7.180 -16.392
  112.18   6.038   7.120 -15.884
  112.21   5.833   6.527 -18.902
  113.00   7.740   9.000 -21.570
  113.03   9.560   9.900 -22.049
  113.06   9.430  10.730 -20.665
  113.09   7.630  10.690 -18.577
  113.12   8.700   9.180 -19.103
  113.15   8.580   9.530 -17.868
  113.18   7.530   8.150 -17.746
  113.21   5.159   6.786 -19.925
  114.00   6.305   7.820 -20.698
  114.03   8.530   9.220 -23.613
  114.06   8.750   9.380 -24.488
  114.09   8.960   9.560 -23.370
  114.12   9.980  10.840 -17.716
  114.15   8.600   9.360 -14.107
  114.18   6.659   7.860 -12.302
  114.21   5.780   7.650 -11.451
  115.00   2.727   4.670 -11.965
  115.03   2.070   3.040 -16.664
  115.06   2.590   3.520 -17.158
  115.09   4.593   7.120 -18.922
  115.12   7.770   8.910 -18.621
  115.15   9.300  10.500 -17.914
  115.18   7.760   9.810 -19.667
  115.21   5.277   6.121 -21.691
  116.00   2.772   5.625 -25.414
  116.03   1.780   2.493 -28.234
  116.06   2.101   3.381 -26.950
  116.09   1.449   2.570 -31.202
  116.12   2.052   2.789 -25.815
  116.15   1.223   1.873 -22.380
  116.18   2.471   2.915 -21.148
  116.21   3.187   4.794 -26.816
  117.00   5.803   6.615 -31.155
  117.03   8.470   9.980 -32.183
  117.06  10.870  12.670 -30.101
  117.09  11.460  13.110 -28.383
  117.12  12.130  13.770 -23.258
  117.15   8.590  10.960 -17.454
  117.18   6.373   7.890 -14.552
  117.21   4.182   4.715 -18.257
  118.00   2.961   3.829 -25.443
  118.03   3.037   3.741 -27.981
  118.06   2.966   3.320 -30.531
  118.09   2.673   2.955 -29.375
  118.12   2.858   3.117 -23.233
  118.15   3.808   5.845 -19.365
  118.18   4.206   5.253 -18.207
  118.21   3.089   3.542 -21.664
  119.00   4.360   4.869 -26.084
  119.03   5.934   6.578 -29.108
  119.06   7.650   8.410 -28.897
  119.09   9.030   9.760 -26.899
  119.12   9.430  10.130 -23.859
  119.15  10.300  10.700 -20.997
  119.18   8.780   9.930 -19.495
  119.21   7.390   7.930 -20.947
  120.00   8.350   9.040 -24.015
  120.03  10.190  11.000 -25.038
  120.06  10.770  11.490 -24.621
  120.09  11.730  13.340 -23.434
  120.12  12.240  13.550 -20.716
  120.15  11.130  11.890 -17.629
  120.18   9.480  11.280 -16.557
  120.21   7.160   8.630 -17.226
  121.00   6.378   7.190 -19.958
  121.03   8.140   9.200 -19.734
  121.06   8.200   9.310 -21.253
  121.09   7.210   7.760 -20.010
  121.12   8.430   9.270 -18.512
  121.15   8.760   9.460 -17.090
  121.18   7.830   9.100 -16.701
  121.21   6.924   8.110 -17.137
  122.00   2.156   5.570 -19.749
  122.03   5.373   8.840 -21.995
  122.06   8.240   8.830 -23.198
  122.09   8.010   9.140 -23.142
  122.12   5.805   7.180 -22.995
  122.15   3.557   4.738 -20.372
  122.18   4.079   5.595 -22.451
  122.21   2.695   4.309 -23.669
  123.00   1.047   2.655 -30.715
  123.03   2.619   3.397 -32.989
  123.06   4.596   6.573 -35.559
  123.09   6.049   6.651 -33.255
  123.12   5.480   6.166 -28.196
  123.15   3.088   4.370 -19.706
  123.18   2.248   2.998 -22.455
  123.21   3.256   3.643 -23.847
  124.00   2.944   4.224 -28.319
  124.03   3.673   4.289 -28.437
  124.06   3.676   5.000 -28.460
  124.09   6.493   7.630 -25.710
  124.12   7.070   7.760 -24.200
  124.15   7.150   7.620 -22.970
  124.18   6.100   6.871 -22.765
  124.21   5.035   5.826 -24.380
  125.00   3.131   3.779 -26.499
  125.03   3.653   4.597 -27.427
  125.06   5.675   6.841 -29.176
  125.09   7.330   8.280 -28.631
  125.12   8.480   9.380 -26.141
  125.15   8.030   9.020 -23.605
  125.18   5.568   6.504 -22.323
  125.21   3.594   4.868 -23.301
  126.00   5.127   6.283 -26.396
  126.03   7.040   7.840 -28.487
  126.06   7.280   7.960 -30.189
  126.09   7.630   8.090 -27.361
  126.12   7.890   8.220 -24.413
  126.15   7.890   8.270 -21.968
  126.18   6.352   7.420 -21.057
  126.21   4.097   5.333 -22.204
  127.00   5.211   6.523 -27.427
  127.03   7.620   8.550 -28.870
  127.06   8.890   9.670 -27.753
  127.09   9.710  10.710 -26.436
  127.12  11.010  11.720 -22.102
  127.15  10.390  10.850 -18.262
  127.18   9.050  10.000 -16.068
  127.21   7.260   8.250 -17.038
  128.00   6.260   7.600 -21.011
  128.03   8.360   9.680 -23.434
  128.06   7.430   7.940 -24.116
  128.09   6.252   7.690 -24.116
  128.12   2.738   4.923 -19.706
  128.15   1.942   2.308 -18.207
  128.18   2.405   3.372 -20.836
  128.21   3.175   3.481 -21.362
  129.00   3.776   4.930 -24.083
  129.03   6.527   8.170 -25.569
  129.06   9.280  10.760 -25.365
  129.09  10.880  11.580 -23.549
  129.12  10.180  11.030 -20.684
  129.15  10.350  11.100 -17.106
  129.18   8.760   9.950 -14.609
  129.21   8.870   9.500 -14.934
  130.00   8.160   9.420 -17.577
  130.03  10.230  10.970 -17.562
  130.06  10.510  11.560 -18.242
  130.09  10.030  10.880 -16.685
  130.12   9.940  11.320 -13.492
  130.15   8.160   9.090 -10.302
  130.18   6.937   8.280  -8.503
  130.21   6.917   7.920  -9.194
  131.00   8.810   9.850 -11.538
  131.03  10.750  12.770 -12.574
  131.06  12.570  14.110 -12.532
  131.09  13.730  15.190 -10.860
  131.12  12.420  13.860  -7.192
  131.15  10.650  13.230  -3.224
  131.18  11.340  12.020   -.237
  131.21  10.570  11.670   1.140
  132.00   7.680   9.020    .576
  132.03   7.240   8.730  -1.216
  132.06   7.730   9.230  -3.663
  132.09   9.560  11.710  -1.216
  132.12  11.700  12.670    .547
  132.15  10.540  11.640   1.270
  132.18   9.060   9.670   1.714
  132.21   7.530   8.860    .872
  133.00   8.440  10.200  -1.740
  133.03  11.050  12.620  -3.637
  133.06  11.190  12.530  -5.009
  133.09  10.530  11.670  -4.457
  133.12   9.790  10.720  -1.584
  133.15   8.970   9.490   1.846
  133.18   7.620   9.370   2.082
  133.21   6.764   7.470    .832
  134.00   8.290   9.800  -2.734
  134.03  10.070  10.680  -5.092
  134.06  11.920  12.880  -5.659
  134.09  13.720  14.580  -5.443
  134.12  13.440  14.010  -3.059
  134.15  10.600  11.860    .537
  134.18   9.780  10.980   1.643
  134.21   7.090   7.800   1.001
  135.00   6.497   6.901  -3.354
  135.03   7.080   7.750  -7.219
  135.06   7.670   8.710  -7.143
  135.09   8.170   8.430  -5.255
  135.12   6.903   8.030  -1.346
  135.15   6.337   7.340   -.466
  135.18   4.156   5.468   2.914
  135.21   1.192   1.996   -.017
  136.00   3.106   4.392  -4.404
  136.03   4.096   4.818  -5.418
  136.06   6.017   6.627  -9.218
  136.09   5.960   6.813  -7.967
  136.12   9.020  10.360  -5.979
  136.15   9.000   9.810  -3.120
  136.18   7.220   8.440  -1.474
  136.21   4.125   5.479  -1.840
